map,wait_time_s,ping,kills,assists,deaths,mvps,hs_percent,points,result
Mirage,3.0,40.0,11.0,6.0,19.0,3.0,9.0,31.0,Lost
Dust II,4.0,27.0,11.0,4.0,6.0,2.0,27.0,46.0,Win
Mirage,22.0,25.0,10.0,8.0,23.0,2.0,54.0,33.0,Lost
Cache,24.0,18.0,11.0,4.0,18.0,2.0,36.0,29.0,Lost
Dust II,10.0,0.0,2.0,3.0,7.0,0.0,0.0,7.0,Lost
Inferno,1.0,76.0,22.0,7.0,22.0,3.0,9.0,55.0,Win
Mirage,56.0,56.0,29.0,3.0,22.0,3.0,27.0,70.0,Tie
Mirage,1.0,36.0,15.0,5.0,22.0,1.0,26.0,41.0,Tie
Mirage,52.0,145.0,15.0,5.0,18.0,1.0,40.0,39.0,Lost
Inferno,11.0,40.0,20.0,5.0,14.0,3.0,20.0,51.0,Win
Inferno,53.0,38.0,24.0,2.0,10.0,6.0,20.0,57.0,Win
Mirage,23.0,23.0,24.0,8.0,20.0,6.0,32.0,60.0,Win
Inferno,1.0,84.0,15.0,3.0,17.0,1.0,46.0,40.0,Win
Mirage,5.0,22.0,17.0,3.0,7.0,1.0,23.0,38.0,Win
Mirage,147.0,42.0,18.0,5.0,22.0,1.0,22.0,52.0,Lost
Inferno,1.0,44.0,10.0,2.0,17.0,1.0,40.0,24.0,Lost
Mirage,8.0,46.0,14.0,3.0,17.0,0.0,21.0,33.0,Lost
Mirage,22.0,49.0,26.0,4.0,14.0,4.0,19.0,64.0,Win
Mirage,5.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,Lost
Inferno,44.0,70.0,13.0,8.0,8.0,2.0,38.0,38.0,Win
Inferno,6.0,47.0,21.0,5.0,17.0,4.0,23.0,53.0,Lost
Mirage,29.0,39.0,14.0,1.0,21.0,2.0,42.0,34.0,Lost
Inferno,39.0,37.0,11.0,10.0,13.0,1.0,41.0,42.0,Win
Inferno,1.0,23.0,22.0,6.0,17.0,5.0,36.0,64.0,Win
Dust II,2.0,21.0,9.0,7.0,16.0,3.0,11.0,37.0,Win
Dust II,28.0,45.0,9.0,1.0,1.0,2.0,11.0,19.0,Win
Mirage,8.0,39.0,14.0,9.0,18.0,3.0,7.0,41.0,Lost
Mirage,10.0,35.0,19.0,6.0,17.0,2.0,26.0,55.0,Tie
Mirage,60.0,36.0,9.0,5.0,6.0,2.0,22.0,35.0,Win
Inferno,60.0,0.0,11.0,2.0,16.0,1.0,45.0,24.0,Lost
Mirage,7.0,35.0,15.0,6.0,19.0,1.0,46.0,49.0,Win
Mirage,25.0,23.0,21.0,3.0,15.0,3.0,33.0,56.0,Win
Inferno,26.0,35.0,13.0,2.0,13.0,3.0,46.0,32.0,Win
Mirage,6.0,23.0,16.0,7.0,15.0,2.0,18.0,47.0,Win
Mirage,1.0,37.0,17.0,3.0,20.0,1.0,17.0,48.0,Lost
Mirage,73.0,37.0,23.0,7.0,21.0,4.0,26.0,57.0,Lost
Inferno,1.0,24.0,18.0,6.0,20.0,2.0,16.0,46.0,Lost
Inferno,25.0,39.0,16.0,2.0,9.0,2.0,37.0,44.0,Win
Inferno,13.0,66.0,6.0,4.0,17.0,1.0,71.0,16.0,Lost
Mirage,3.0,25.0,10.0,4.0,20.0,0.0,30.0,26.0,Lost
Dust II,3.0,35.0,26.0,5.0,21.0,4.0,53.0,62.0,Win
Dust II,0.0,42.0,22.0,5.0,21.0,1.0,27.0,54.0,Win
Inferno,13.0,28.0,16.0,11.0,7.0,3.0,23.0,44.0,Win
Dust II,2.0,41.0,8.0,5.0,18.0,1.0,37.0,25.0,Lost
Mirage,15.0,30.0,9.0,1.0,20.0,0.0,11.0,19.0,Lost
Mirage,17.0,34.0,19.0,2.0,16.0,3.0,26.0,49.0,Win
Inferno,69.0,28.0,13.0,7.0,8.0,0.0,23.0,39.0,Win
Mirage,10.0,54.0,14.0,2.0,12.0,1.0,64.0,36.0,Win
Inferno,33.0,37.0,23.0,5.0,11.0,2.0,34.0,53.0,Win
Inferno,3.0,40.0,16.0,3.0,19.0,1.0,25.0,35.0,Lost
Dust II,2.0,37.0,14.0,6.0,17.0,2.0,35.0,43.0,Win
Inferno,23.0,38.0,27.0,3.0,13.0,7.0,33.0,69.0,Win
Mirage,23.0,57.0,22.0,8.0,22.0,1.0,36.0,57.0,Lost
Mirage,77.0,48.0,15.0,1.0,9.0,2.0,26.0,39.0,Win
Inferno,6.0,27.0,13.0,4.0,15.0,0.0,30.0,30.0,Win
Inferno,27.0,36.0,20.0,10.0,17.0,1.0,14.0,64.0,Win
Dust II,1.0,40.0,13.0,4.0,16.0,0.0,23.0,30.0,Lost
Mirage,1.0,33.0,21.0,1.0,18.0,1.0,23.0,50.0,Lost
Inferno,0.0,15.0,25.0,6.0,22.0,3.0,20.0,63.0,Lost
Dust II,0.0,34.0,20.0,7.0,22.0,2.0,15.0,54.0,Lost
Mirage,20.0,19.0,5.0,1.0,16.0,1.0,40.0,11.0,Lost
Dust II,1.0,25.0,7.0,3.0,18.0,1.0,28.0,24.0,Lost
Inferno,38.0,30.0,12.0,6.0,20.0,0.0,25.0,32.0,Lost
Overpass,37.0,47.0,17.0,5.0,8.0,3.0,11.0,51.0,Win
Mirage,4.0,28.0,12.0,8.0,12.0,2.0,75.0,44.0,Win
Mirage,7.0,46.0,14.0,2.0,20.0,2.0,42.0,37.0,Lost
Mirage,10.0,34.0,18.0,4.0,19.0,0.0,27.0,45.0,Win
Mirage,20.0,32.0,12.0,4.0,17.0,0.0,25.0,36.0,Lost
Inferno,57.0,23.0,16.0,1.0,22.0,0.0,25.0,35.0,Lost
Dust II,3.0,40.0,20.0,6.0,18.0,4.0,35.0,53.0,Win
Dust II,24.0,38.0,21.0,4.0,12.0,2.0,33.0,54.0,Win
Mirage,26.0,37.0,20.0,7.0,23.0,4.0,35.0,48.0,Tie
Inferno,18.0,36.0,11.0,4.0,16.0,3.0,18.0,34.0,Lost
Mirage,26.0,32.0,15.0,2.0,20.0,1.0,26.0,32.0,Lost
Dust II,1.0,22.0,15.0,5.0,20.0,2.0,33.0,38.0,Lost
Mirage,31.0,19.0,16.0,4.0,22.0,1.0,62.0,45.0,Lost
Inferno,24.0,39.0,11.0,2.0,12.0,1.0,41.0,28.0,Win
Inferno,10.0,36.0,21.0,4.0,17.0,4.0,42.0,49.0,Lost
Mirage,50.0,35.0,16.0,5.0,11.0,5.0,12.0,51.0,Win
Dust II,58.0,37.0,13.0,5.0,17.0,0.0,35.0,36.0,Win
Inferno,49.0,23.0,7.0,6.0,19.0,1.0,57.0,20.0,Lost
Mirage,10.0,0.0,1.0,2.0,8.0,0.0,0.0,4.0,Lost
Dust II,23.0,23.0,16.0,2.0,13.0,2.0,56.0,44.0,Win
Inferno,32.0,39.0,16.0,7.0,23.0,3.0,50.0,47.0,Lost
Dust II,0.0,39.0,13.0,3.0,21.0,2.0,23.0,37.0,Lost
Dust II,3.0,35.0,12.0,4.0,20.0,1.0,33.0,32.0,Lost
Dust II,1.0,21.0,15.0,4.0,17.0,3.0,53.0,35.0,Win
Mirage,11.0,40.0,12.0,7.0,17.0,2.0,58.0,32.0,Lost
Dust II,7.0,47.0,18.0,5.0,12.0,1.0,50.0,47.0,Win
Mirage,6.0,25.0,10.0,3.0,15.0,2.0,10.0,32.0,Lost
Dust II,1.0,47.0,18.0,4.0,17.0,2.0,55.0,42.0,Win
Dust II,22.0,37.0,16.0,7.0,18.0,2.0,37.0,42.0,Win
Mirage,30.0,34.0,14.0,9.0,21.0,1.0,28.0,41.0,Win
Mirage,1.0,0.0,11.0,4.0,16.0,2.0,15.0,33.0,Lost
Dust II,3.0,21.0,8.0,1.0,19.0,2.0,37.0,26.0,Lost
Dust II,0.0,24.0,12.0,3.0,17.0,1.0,25.0,29.0,Lost
Dust II,41.0,22.0,15.0,7.0,22.0,1.0,60.0,42.0,Win
Dust II,5.0,34.0,13.0,1.0,21.0,1.0,30.0,28.0,Lost
Dust II,26.0,23.0,6.0,3.0,15.0,0.0,50.0,17.0,Win
Dust II,68.0,99.0,10.0,5.0,12.0,1.0,30.0,30.0,Win
Dust II,2.0,46.0,12.0,2.0,20.0,0.0,16.0,26.0,Lost
Dust II,29.0,41.0,19.0,6.0,21.0,2.0,31.0,51.0,Lost
Dust II,10.0,17.0,9.0,3.0,20.0,2.0,55.0,30.0,Lost
Dust II,9.0,20.0,11.0,4.0,20.0,1.0,27.0,31.0,Lost
Dust II,3.0,16.0,6.0,3.0,15.0,1.0,16.0,23.0,Win
